t;ax;ay;az;distF;distB;distL;distR;alpha;powerL;powerR;
8865;0.588399;0.0784532;9.92433;70.8897;27.8207;63.4914;13.3534;204.481;0;0;
8884;0.549172;0.0392266;9.7282;70.4759;14.269;50.8017;34.8534;204.593;0;0;
8903;0.588399;0.0392266;9.8851;70.8552;15.5448;51.2672;33.4914;204.377;0;0;
8922;0.549172;0.0392266;9.96356;69.6483;27.8207;63.0948;12.8534;205.037;0;0;
8941;0.588399;0.0392266;9.92433;70.4586;27.8207;63.5086;13.7155;204.723;0;0;
8961;0.549172;0.0392266;9.8851;70.8552;27.3552;63.4914;13.3362;204.158;0;0;
8980;0.549172;0.0392266;9.92433;71.3034;27.7862;63.5086;12.4397;204.271;0;0;
8999;0.588399;0.0392266;9.92433;70.4586;14.269;53.4224;32.2155;204.377;0;0;
9018;0.549172;0.0392266;9.84588;70.4414;27.8034;63.0776;13.25;204.265;0;0;
9038;0.509946;0.0392266;9.92433;70.4586;27.8207;63.1293;12.8534;203.825;0;0;
9057;0.509946;0.0392266;10.1205;70.4414;14.2517;51.681;33.5431;204.154;0;0;
9076;0.549172;0.0784532;9.8851;68.3724;27.8207;63.0603;13.2845;205.337;0;0;
9095;0.588399;0.0392266;9.8851;70.4586;27.8207;63.0603;14.1638;203.721;0;0;
9114;0.549172;0;9.8851;70.8724;27.769;63.0603;13.7328;203.825;0;0;
9134;0.627626;0;9.92433;71.269;27.8034;63.0776;13.2845;203.284;0;0;
9153;0.588399;0.0392266;9.8851;70.4759;27.8379;63.5259;13.2845;203.827;0;0;
9172;0.549172;0.0784532;9.8851;70.4759;27.8034;63.0776;14.1983;203.935;0;0;
9192;0.549172;0;9.92433;70.4414;27.8207;63.0948;13.2672;204.679;0;0;
9211;0.549172;0.0392266;9.96356;70.4759;27.7862;63.0776;14.6466;204.259;0;0;
9230;0.549172;0;9.92433;70.8897;27.7862;63.4914;13.3017;204.369;0;0;
9250;0.627626;0;9.8851;71.3379;27.7862;63.4914;13.3534;205.658;0;0;
9269;0.588399;0.0392266;9.80665;70.8724;27.8379;63.0776;14.1293;203.935;0;0;
9288;0.627626;0;9.92433;70.4586;27.7862;63.0431;14.1466;204.259;0;0;
9308;0.549172;0;9.8851;70.4931;27.8034;63.0776;14.1121;204.902;0;0;
9327;0.588399;0.0392266;9.92433;71.3034;27.8034;63.0603;13.2672;204.154;0;0;
9346;0.549172;0.0392266;9.92433;70.8552;27.8207;63.0948;14.1293;204.044;0;0;
9366;0.588399;0;9.92433;70.9069;27.8207;63.0603;14.1121;205.454;0;0;
9385;0.588399;0.0392266;9.92433;70.4414;27.7862;63.4914;13.3017;204.154;0;0;
9405;0.588399;0;9.8851;70.4759;27.8207;63.0603;14.5431;205.016;0;0;
9424;0.627626;0;9.92433;70.0276;27.8034;63.5086;13.75;203.717;0;0;
9443;0.588399;0.0392266;9.80665;70.4931;27.8034;63.4741;13.2845;204.158;0;0;
9462;0.549172;0;9.84588;70.4414;27.8207;63.1121;13.2845;204.369;0;0;
9483;0.588399;0.0392266;9.8851;70.4586;27.8379;63.5086;36.1638;204.94;0;0;
9504;0.588399;0.0784532;9.84588;70.4586;27.8034;63.0603;36.1466;205.016;0;0;
9523;0.588399;0.11768;9.96356;70.4759;27.8207;52.5086;22.5431;203.713;0;0;
9542;0.549172;0.0784532;9.7282;71.269;27.3552;63.0259;14.1466;204.265;0;0;
9562;0.588399;0.0392266;9.8851;70.0448;27.769;63.9397;13.6983;204.491;0;0;
9581;0.588399;0;9.92433;70.4586;27.8379;63.4914;14.1121;204.265;0;0;
9600;0.588399;0;9.8851;70.8724;27.769;63.0776;14.181;204.162;0;0;
9620;0.588399;0.0392266;9.8851;70.4759;14.3034;63.0948;23.75;204.046;0;0;
9639;0.588399;0.0392266;9.92433;70.4586;27.8379;62.6121;14.5776;203.708;0;0;
9660;0.627626;0.0392266;9.92433;70.9069;27.8034;63.0259;36.5603;203.713;0;0;
9679;0.549172;0.0392266;9.92433;70.0621;27.8207;52.0948;22.9569;203.823;0;0;
9698;0.627626;0.0392266;9.84588;71.3034;27.769;63.4569;15.0431;204.921;0;0;
9719;0.588399;0.0392266;9.96356;70.0276;27.8207;63.4569;36.2155;203.823;0;0;
9738;0.627626;0.0784532;9.8851;70.0276;27.8034;52.9224;22.0948;204.044;0;0;
9758;0.627626;0.0392266;9.92433;70.8897;27.8034;63.4741;13.319;204.369;0;0;
9777;0.627626;0.0392266;9.96356;70.4759;27.8034;63.5086;14.5776;205.016;0;0;
9798;0.588399;0.0392266;9.8851;70.8897;27.769;63.0431;36.181;204.265;0;0;
9817;0.706079;0.0784532;9.92433;70.4586;27.8379;51.681;23.3707;204.708;0;0;
9836;0.549172;0.0392266;9.96356;70.4414;27.8034;63.4914;14.5603;205.016;0;0;
9857;0.549172;0.11768;9.92433;71.3034;27.3724;63.0776;36.5948;204.481;0;0;
9878;0.627626;0.0784532;9.8851;70.8724;27.3552;63.9052;36.1638;204.044;0;0;
9897;0.588399;0.0392266;9.37516;70.4414;27.7862;62.6121;14.5603;204.693;0;0;
9918;0.588399;0.11768;10.1205;70.8724;27.8034;62.6121;36.2155;203.825;0;0;
9937;0.549172;0.0392266;9.8851;70.9069;27.7862;63.0603;14.5948;204.154;0;0;
9956;0.627626;0.0392266;9.92433;70.0793;28.1655;51.1638;26.5603;204.15;0;0;
9977;0.588399;0.0392266;9.92433;70.8552;27.3552;63.0431;36.1638;203.604;0;0;
9996;0.549172;0.0392266;9.92433;70.0793;28.6828;51.2328;23.0259;203.935;0;0;
10015;0.588399;0.0392266;9.92433;70.4414;27.8207;63.4914;13.2845;204.259;0;0;
10035;0.588399;0.0392266;9.92433;70.5103;27.8034;52.0603;23.8879;204.902;0;0;
10054;0.549172;0.0392266;9.8851;70.4586;27.8379;52.1466;23.3879;203.825;0;0;
10073;0.588399;0.0392266;9.96356;70.4759;27.7862;63.0603;15.4052;204.369;0;0;
10093;0.588399;0.0392266;9.8851;70.8724;27.8034;51.2155;26.8707;204.044;0;0;
10112;0.549172;0.0392266;9.96356;70.4759;27.8207;51.2155;23.8362;204.044;0;0;
10133;0.588399;0.0784532;9.92433;70.8552;27.3552;63.9052;36.6293;203.721;0;0;
10153;0.588399;0.0784532;10.0028;70.5103;27.769;63.4397;36.1466;204.47;0;0;
10173;0.588399;0.0392266;9.84588;70.8724;27.8034;63.4569;14.5776;204.693;0;0;
10193;0.627626;0.0784532;9.8851;70.4586;27.769;63.0259;36.5948;204.265;0;0;
10213;0.588399;0;9.84588;70.4931;27.8207;63.0603;14.1638;203.935;0;0;
10233;0.588399;0;9.96356;70.8897;27.8034;62.6121;36.181;204.593;0;0;
10254;0.509946;0.0392266;9.8851;70.5103;27.3724;63.4914;36.6293;203.935;0;0;
10273;0.588399;0.0784532;9.96356;70.4241;28.2172;58.4052;17.0776;204.581;0;0;
10294;0.588399;0.0392266;9.92433;70.0448;27.7517;63.4741;36.5776;204.902;0;0;
10314;0.588399;0.0392266;9.92433;70.4759;27.8034;63.0259;36.1983;203.825;0;0;
10334;0.549172;0.11768;9.92433;70.4241;27.8379;62.6293;15.4224;204.154;0;0;
10353;0.549172;0.0392266;10.042;69.6655;27.8379;63.4741;14.5776;204.15;0;0;
10374;0.588399;0.0784532;9.80665;71.2862;27.3724;63.0431;36.5776;204.806;0;0;
10394;0.549172;0.0392266;9.8851;70.4759;27.8034;63.4914;36.1983;205.131;0;0;
10414;0.549172;0.0392266;9.8851;70.8552;27.3724;63.5086;14.1638;204.921;0;0;
10434;0.549172;0.0784532;9.8851;70.8724;27.8207;63.4569;36.1983;204.693;0;0;
10455;0.549172;0.0392266;9.84588;70.8897;27.3379;63.4569;36.181;204.47;0;0;
10475;0.627626;0.0392266;9.92433;70.4241;27.8207;63.0259;36.1638;203.825;0;0;
10495;0.588399;0.0392266;9.84588;70.8897;27.8034;63.0431;14.5948;204.259;0;0;
10514;0.588399;0.0392266;9.8851;70.0621;27.8207;51.6121;23.8534;203.825;0;0;
10533;0.549172;0.0392266;9.8851;69.6655;27.8207;62.1638;14.1466;203.825;0;0;
10553;0.588399;0.0392266;9.84588;70.4586;27.8379;63.0086;14.1466;204.581;0;0;
10572;0.588399;0.0392266;9.8851;71.269;27.769;63.4052;14.1293;204.47;0;0;
10591;0.588399;0.0392266;9.8851;70.8724;27.769;62.6293;15.4569;203.616;0;0;
10612;0.588399;0.0392266;9.96356;70.8724;27.3552;63.0259;36.181;204.259;0;0;
10631;0.588399;0;9.92433;70.0448;27.8207;51.6121;22.9569;204.79;0;0;
10651;0.549172;0.0392266;9.92433;70.4586;27.3724;62.8362;14.5948;204.581;0;0;
10670;0.549172;0.0392266;9.92433;70.8724;27.8034;62.6293;14.1293;204.253;0;0;
10690;0.509946;0.0392266;9.8851;70.4931;27.7862;63.0259;36.5948;204.581;0;0;
10710;0.549172;0.0392266;9.84588;71.269;27.769;63.4397;14.1293;204.902;0;0;
10730;0.588399;0.0392266;9.96356;70.8897;27.8207;63.0431;35.8017;204.47;0;0;
10750;0.509946;0.0392266;9.92433;70.4759;27.8034;63.4397;13.681;204.693;0;0;
10769;0.627626;0.0392266;9.92433;70.0621;27.8207;52.9224;21.7672;204.581;0;0;
10788;0.549172;0.0392266;9.57129;70.8897;27.8207;63.0431;14.0948;204.369;0;0;
10807;0.588399;0;9.8851;70.4586;27.8207;51.2328;22.9569;204.369;0;0;
10827;0.549172;0.0392266;9.92433;70.8724;26.8207;63.0259;13.2845;205.364;0;0;
10846;0.549172;0.0392266;9.92433;70.0448;27.8207;63.4397;14.5948;205.016;0;0;
10867;0.627626;0.0392266;9.96356;70.8724;27.7862;62.6121;36.1638;203.935;0;0;
10886;0.549172;0.0392266;9.8851;70.8724;27.3724;63.4224;15.4397;203.496;0;0;
10907;0.588399;0.0392266;9.8851;70.4069;29.3724;63.0431;36.1638;204.581;0;0;
10926;0.588399;0.0392266;9.8851;70.0621;27.8207;62.6121;12.8707;204.47;0;0;
10947;0.588399;0;9.8851;69.9931;27.8034;63.0259;35.7328;204.593;0;0;
10966;0.549172;0.0392266;9.8851;70.0103;27.4241;51.1983;23.3534;204.158;0;0;
10985;0.509946;0.0392266;9.8851;71.269;27.3552;63.4052;15.4569;204.481;0;0;
11006;0.549172;0.0392266;9.8851;70.4414;27.7862;62.6293;36.5603;203.935;0;0;
11025;0.549172;-0.0392266;9.92433;70.8724;27.7862;62.9914;14.6121;204.708;0;0;
11045;0.627626;0.0392266;9.8851;70.4241;27.3724;63.8534;14.181;203.504;0;0;
11065;0.549172;0;9.92433;70.0793;27.769;63.4052;36.6293;203.935;0;0;
11086;0.549172;0.0392266;9.92433;70.8379;27.769;63.0259;36.6121;204.806;0;0;
11105;0.588399;0.0392266;9.84588;70.4586;27.3552;63.4397;15.4397;205.016;0;0;
11125;0.549172;0.0392266;9.92433;70.0276;27.769;62.9914;13.319;204.046;0;0;
11144;0.549172;0.0784532;9.8851;70.8724;27.8034;63.4397;12.8534;204.806;0;0;
11164;0.509946;0.0392266;10.0812;70.8724;27.7862;63.0259;15.0259;204.593;0;0;
11183;0.549172;0;9.96356;70.8724;27.8034;63.4224;14.0948;205.272;0;0;
11202;0.549172;0;9.8851;70.4586;27.8034;63.4569;14.1121;204.94;0;0;
11222;0.549172;0.0392266;9.92433;70.4759;27.8207;63.4569;13.681;203.717;0;0;
11241;0.588399;0.0392266;9.96356;70.0103;27.8207;63.0603;13.2845;204.823;0;0;
11260;0.588399;0.0392266;9.92433;70.4586;27.7517;63.0603;14.6121;203.389;0;0;
11280;0.627626;0.0392266;9.8851;70.0448;27.769;63.4569;13.3534;204.369;0;0;
11299;0.549172;0.11768;10.0028;71.2862;27.769;63.0259;14.1121;204.154;0;0;
11318;0.627626;0.0784532;9.8851;70.4931;28.2;63.0431;14.1983;204.271;0;0;
11338;0.588399;0.0392266;9.8851;70.9069;27.7862;63.4569;13.319;204.593;0;0;
11357;0.588399;0.0392266;9.92433;70.4931;27.7862;63.9052;13.3362;205.154;0;0;
11376;0.588399;-0.0392266;9.8851;70.4414;27.3552;63.4224;14.1983;203.165;0;0;
11396;0.549172;0;9.8851;70.8724;27.8034;63.4224;14.5776;203.825;0;0;
11415;0.549172;0.0392266;9.8851;70.8552;28.2;63.4224;13.681;204.265;0;0;
11435;0.588399;0.0392266;9.8851;70.4241;27.7517;63.4569;14.7845;204.259;0;0;
11454;0.549172;0.0392266;9.8851;70.4069;28.1828;63.0259;12.8707;204.806;0;0;
11473;0.588399;0;9.8851;70.4241;27.3724;63.4397;13.319;204.806;0;0;
11493;0.549172;0.0392266;9.8851;70.4069;27.7862;63.4914;12.8707;202.938;0;0;
11512;0.509946;0.0392266;9.84588;70.8724;27.8207;63.4224;14.5948;204.461;0;0;
11531;0.627626;0.0784532;9.8851;70.8379;27.769;63.0431;13.3017;203.935;0;0;
11551;0.588399;0;9.8851;70.8897;27.8034;63.0086;15.75;203.604;0;0;
11570;0.588399;0.0784532;9.92433;70.4586;14.3034;63.8879;23.3362;204.47;0;0;
11589;0.588399;-0.0392266;9.84588;70.4759;27.769;63.0603;12.8879;205.016;0;0;
11608;0.549172;0.0392266;9.8851;70.4586;27.8034;63.0431;13.75;204.774;0;0;
11628;0.549172;0.0392266;9.92433;70.8724;15.5793;63.0431;22.8879;203.825;0;0;
11647;0.588399;0.0392266;9.96356;70.8724;15.1483;63.4569;22.9224;205.016;0;0;
11666;0.549172;0.0392266;9.84588;70.8379;27.7862;63.4741;12.9224;204.593;0;0;
11685;0.588399;0.0392266;9.92433;70.4414;27.7862;63.4569;12.8707;205.016;0;0;
11705;0.549172;0.0392266;9.8851;70.8379;27.8034;63.0086;14.5948;204.046;0;0;
11724;0.588399;-0.0392266;9.96356;70.4586;14.2862;63.4397;23.3879;203.825;0;0;
11743;0.627626;0.0784532;9.76742;70.5103;27.769;63.4741;12.4569;204.593;0;0;
11762;0.509946;0.0392266;9.92433;70.0448;14.7;63.4914;23.3362;203.713;0;0;
11783;0.549172;0.0392266;9.96356;70.8379;27.3552;63.0086;36.1466;204.593;0;0;
11802;0.588399;0.0784532;9.96356;71.269;14.269;63.0948;23.7845;204.921;0;0;
11821;0.549172;0.0392266;9.64974;70.4586;27.769;63.4741;14.1121;203.935;0;0;
11841;0.588399;0;9.8851;70.8552;27.7517;62.5776;14.5948;204.046;0;0;
11860;0.588399;0;9.8851;70.8552;27.7517;63.0086;14.5776;204.823;0;0;
11880;0.588399;0.0392266;9.92433;71.2517;27.7862;63.4397;14.5776;204.377;0;0;
11899;0.588399;0;9.84588;70.4069;27.7517;63.4224;13.75;203.379;0;0;
11918;0.588399;0.0392266;9.92433;70.4241;28.1655;63.4741;12.8707;203.604;0;0;
11938;0.706079;0.0392266;9.80665;70.8724;27.7517;63.0086;13.6983;204.481;0;0;
11957;0.588399;0.0392266;9.92433;70.3897;27.7517;63.4569;13.3362;205.454;0;0;
11978;0.588399;0.0392266;9.96356;70.8379;27.3724;63.4052;35.7672;204.481;0;0;
11997;0.588399;0.0784532;9.92433;69.9759;27.3552;52.1293;23.7672;204.154;0;0;
12016;0.588399;0.0784532;9.92433;70.0448;27.7862;63.0259;13.7672;203.935;0;0;
12037;0.549172;0.0784532;9.92433;70.4414;27.7517;62.9914;36.6121;204.265;0;0;
12056;0.627626;0;9.96356;70.3897;27.3724;63.4397;16.2672;203.825;0;0;
12075;0.549172;0.156906;9.8851;70.4241;15.5448;52.5431;33.9224;205.483;0;0;
12094;0.588399;0.0392266;9.8851;70.3897;27.769;51.75;23.8017;204.369;0;0;
12114;0.509946;0.0392266;9.8851;70.4241;27.7862;63.0086;15.0431;204.902;0;0;
12133;0.588399;0;9.92433;70.8552;27.7862;62.5776;13.7328;204.259;0;0;
12152;0.549172;0.0392266;9.8851;69.9931;27.4069;51.2328;23.3534;204.693;0;0;
12172;0.549172;0.0392266;9.92433;70.4069;27.3552;63.0259;14.6121;203.721;0;0;
12191;0.549172;0.0392266;9.92433;70.4586;27.7862;62.9914;14.5603;204.79;0;0;
12210;0.509946;0.0784532;9.92433;70.4069;27.8034;63.4741;13.7155;204.044;0;0;
12229;0.588399;0.0784532;9.84588;69.9931;27.8379;51.6638;23.4052;204.481;0;0;
12249;0.549172;0.0392266;9.8851;70.4241;27.8034;62.6466;14.5431;204.259;0;0;
12268;0.588399;0.0784532;10.0028;70.4586;27.7862;63.0086;14.6293;203.504;0;0;
12287;0.588399;0.0392266;9.92433;70.0448;27.7862;63.0431;12.8707;204.581;0;0;
12307;0.588399;0.0392266;9.96356;70.4069;27.7517;63.4741;13.3362;204.369;0;0;
12326;0.509946;0.0784532;9.92433;70.0103;27.8034;63.4224;13.2845;204.481;0;0;
12345;0.588399;0.0392266;9.92433;70.4069;27.7862;63.8362;13.3017;204.806;0;0;
12365;0.549172;0;9.8851;69.7862;27.769;63.4914;14.1121;204.593;0;0;
12384;0.549172;0.0392266;9.96356;70.4241;27.7862;63.0259;13.6983;204.044;0;0;
12403;0.588399;0.0392266;9.92433;70.8379;27.7862;63.0603;12.8707;204.606;0;0;
12424;0.549172;0.11768;10.0028;70.4241;27.3552;63.0259;36.1638;204.693;0;0;
12443;0.627626;0.0784532;9.8851;70.4069;27.7862;63.4914;12.8707;205.037;0;0;
12462;0.588399;0.0392266;9.8851;70.4241;27.8034;63.4224;12.8879;204.823;0;0;
12482;0.588399;0.0392266;9.8851;70.4069;27.769;63.4397;12.4914;204.593;0;0;
12501;0.549172;0.0392266;9.96356;70.4069;15.5448;52.6121;34.3017;204.377;0;0;
12520;0.588399;0.0392266;9.8851;70.4069;15.5448;52.6293;33.8707;204.046;0;0;
12539;0.549172;0;9.8851;70.4241;27.769;63.0431;13.3362;204.369;0;0;
12558;0.549172;0.0392266;9.92433;70.4241;27.7517;63.0431;12.8879;204.154;0;0;
12578;0.588399;0.0392266;9.8851;70.0103;27.7517;63.0603;12.4569;203.717;0;0;
12597;0.588399;0;9.8851;70.4241;15.5621;52.181;33.8534;204.046;0;0;
12616;0.588399;0;9.92433;70.3897;27.8552;63.0776;13.6293;203.717;0;0;
12635;0.588399;0;9.92433;70.4414;27.7862;63.0948;12.8879;204.806;0;0;
12655;0.549172;0.0392266;9.92433;70.8034;27.7862;63.4914;12.0259;204.921;0;0;
12674;0.588399;0;9.8851;70.8379;27.8207;63.0603;13.2845;203.827;0;0;
12693;0.549172;0.0392266;9.64974;70.4414;14.2862;51.7155;34.4052;204.481;0;0;
12712;0.588399;0;9.92433;70.8207;27.7517;63.4741;12.9224;203.825;0;0;
12732;0.588399;0.0392266;9.8851;70.0103;27.8034;63.0776;12.8707;204.15;0;0;
12751;0.549172;0.0392266;9.8851;70.0103;15.131;52.9741;32.2845;204.044;0;0;
12770;0.588399;0.0392266;9.8851;69.5793;15.5448;52.181;33.9397;204.581;0;0;
12789;0.588399;0.0392266;9.8851;70.4241;27.769;63.0776;12.8879;204.47;0;0;
12808;0.549172;0.0392266;9.8851;70.8034;27.8207;63.5086;12.4052;205.337;0;0;
12828;0.549172;0.0392266;9.8851;70.4241;27.8034;63.4741;13.319;204.806;0;0;
12847;0.588399;0.0784532;10.0028;70.3897;27.4069;63.4741;13.2845;204.693;0;0;
12866;0.588399;0.0392266;9.84588;70.8207;27.3552;63.4914;12.8707;204.581;0;0;
12885;0.588399;0.0392266;9.8851;70.4069;28.9586;63.0776;12.0776;203.496;0;0;
12904;0.509946;0;9.92433;70.4069;14.2862;52.5603;33.4741;203.504;0;0;
12924;0.549172;0.0392266;9.8851;70.4241;13.8552;63.0948;23.3534;204.044;0;0;
12943;0.588399;0.0392266;9.84588;70.8207;27.3724;63.4741;13.75;204.606;0;0;
12964;0.588399;0.0392266;9.96356;69.9931;27.8207;63.1121;35.7672;204.593;0;0;
12983;0.549172;0.0392266;9.8851;70.8034;27.8379;63.4569;13.7155;204.94;0;0;
13003;0.549172;0.0392266;9.92433;70.4241;27.7862;63.5259;36.1983;204.921;0;0;
13023;0.588399;0.0392266;9.8851;70.0276;27.8034;63.5086;14.0776;204.265;0;0;
13042;0.509946;0;9.92433;70.8207;27.7517;63.4914;12.8707;204.481;0;0;
13061;0.588399;0;9.92433;70.8379;27.8034;63.1121;14.0948;205.154;0;0;
13081;0.627626;0.0392266;9.92433;70.4414;27.8034;63.0776;12.8879;204.708;0;0;
13100;0.588399;0.0784532;9.8851;70.8379;27.7862;63.5086;12.8707;203.713;0;0;
13119;0.666852;0.0392266;9.92433;70.8207;27.7862;63.4569;13.681;204.94;0;0;
13139;0.627626;0;9.80665;70.8552;27.8207;63.4741;13.2328;204.265;0;0;
13158;0.549172;0.0392266;9.92433;70.4414;27.8207;63.0431;14.9052;203.604;0;0;
13177;0.588399;0;9.92433;70.4241;27.7862;63.4741;12.4569;204.823;0;0;
13197;0.509946;0;9.92433;71.2517;27.3897;63.0259;13.2845;204.708;0;0;
13216;0.588399;0.0392266;9.92433;70.4759;27.8034;63.0259;13.3017;203.721;0;0;
13236;0.588399;0.0392266;9.92433;70.4414;27.8207;63.0431;13.2845;204.377;0;0;
13255;0.627626;0.0392266;9.8851;70.4931;27.8034;63.8707;12.4569;205.016;0;0;
13275;0.549172;0.0392266;9.8851;70.8897;27.8034;63.4569;13.2672;205.154;0;0;
13294;0.549172;0.0392266;9.8851;70.4586;27.769;63.0259;13.3362;203.61;0;0;
13313;0.588399;0;9.92433;70.4414;27.7862;63.8879;12.0603;204.581;0;0;
13332;0.549172;0.0392266;9.92433;70.4586;27.7517;63.4569;13.3362;204.15;0;0;
13352;0.588399;0;10.042;70.9069;27.8379;63.4741;13.7328;204.79;0;0;
13371;0.588399;0.0392266;9.8851;70.4759;27.8034;62.9914;14.5776;204.15;0;0;
13390;0.588399;0.0392266;9.8851;70.5103;27.8207;52.6121;22.1638;204.361;0;0;
13410;0.588399;0.0392266;9.92433;70.4586;27.769;63.0603;13.319;204.581;0;0;
13429;0.549172;0.0392266;9.8851;70.8552;28.1655;63.0259;13.319;204.253;0;0;
13448;0.588399;0;9.84588;70.8724;27.7862;63.0776;13.2845;203.935;0;0;
13468;0.627626;0.0392266;9.92433;70.8724;27.8034;63.4569;14.0948;204.79;0;0;
13487;0.549172;0.0392266;9.92433;70.4931;28.2172;51.6466;23.8707;204.581;0;0;
13506;0.588399;0.0392266;10.0028;70.0621;27.7862;63.4397;14.5603;205.131;0;0;
13526;0.588399;0.0392266;9.92433;70.4931;27.8379;53.7672;21.7155;203.827;0;0;
13545;0.509946;0.0392266;9.92433;70.0621;27.8207;63.4569;13.3017;204.593;0;0;
13564;0.588399;0.0392266;9.68897;70.9069;27.7862;63.8707;14.5431;203.717;0;0;
13584;0.549172;0.0392266;9.8851;70.4931;27.7862;63.4741;12.4741;203.713;0;0;
13603;0.588399;0.0392266;9.8851;70.4759;27.7862;63.4397;14.5948;203.935;0;0;
13622;0.588399;0.0392266;9.80665;70.8897;27.8379;52.8707;22.1466;204.806;0;0;
13643;0.549172;0.0392266;9.84588;70.8897;27.769;63.4224;36.1466;205.154;0;0;
13662;0.588399;0.0392266;9.8851;70.4931;27.7862;63.0086;13.7328;205.603;0;0;
13681;0.588399;0.0392266;9.8851;70.5276;27.8207;52.4741;22.5948;205.037;0;0;
13701;0.549172;0.0392266;9.8851;71.269;27.3552;62.9914;14.9914;204.046;0;0;
13720;0.588399;0.0392266;9.92433;70.4759;27.769;63.4569;12.4914;204.491;0;0;
13739;0.549172;0.0392266;9.92433;70.8552;27.3724;63.4397;14.181;204.158;0;0;
13759;0.627626;0.0784532;9.8851;70.4759;27.769;63.0259;13.3017;203.597;0;0;
13780;0.509946;0.0392266;9.8851;70.9069;27.8207;63.4397;36.2328;204.265;0;0;
13799;0.588399;0;9.84588;71.3207;27.8207;63.0259;14.1466;204.806;0;0;
13818;0.588399;0.0784532;9.84588;70.8897;27.8207;63.4397;12.8879;204.723;0;0;
13839;0.549172;0.0784532;9.84588;70.4759;27.7862;63.4569;36.1638;205.131;0;0;
13858;0.549172;-0.0784532;9.8851;70.4931;15.131;53.819;33.5086;203.823;0;0;
13879;0.588399;0;9.64974;70.5103;27.8207;63.4569;36.1983;203.823;0;0;
13898;0.627626;0;9.96356;70.5276;28.2517;63.4224;13.7155;203.823;0;0;
13917;0.627626;0.0392266;9.8851;70.8552;27.3724;63.4397;13.7328;204.481;0;0;
13937;0.627626;0;9.92433;70.4586;27.7862;63.0086;13.7328;204.046;0;0;
13957;0.588399;0.0392266;9.8851;70.4586;27.3897;63.4052;36.1638;204.593;0;0;
13977;0.588399;0.0392266;9.80665;70.4586;27.8379;50.7672;25.0776;203.713;0;0;
13996;0.666852;0.0392266;9.8851;70.8897;27.8207;51.6983;24.75;202.957;0;0;
14015;0.549172;0;9.92433;70.4586;27.769;63.4397;13.3362;204.044;0;0;
14036;0.549172;0.0392266;9.92433;70.4759;27.3724;63.4397;36.1638;204.369;0;0;
14055;0.549172;0;9.96356;70.4586;27.7862;63.8707;13.2845;204.046;0;0;
14076;0.588399;0;9.8851;70.3552;27.3552;63.4397;36.6121;204.046;0;0;
14095;0.627626;0.0784532;9.8851;70.4414;27.8379;52.0776;23.819;203.496;0;0;
14115;0.588399;0.0784532;10.0028;70.8552;15.131;52.6121;37.819;203.496;0;0;
14134;0.588399;0.0392266;9.92433;70.4759;27.8034;63.8707;13.2845;203.935;0;0;
14154;0.588399;0.0392266;9.96356;70.8897;27.7862;63.0259;13.7328;204.042;0;0;
14173;0.549172;-0.0392266;9.92433;70.0621;27.7862;63.4397;12.4569;205.337;0;0;
14192;0.588399;0.0784532;9.68897;70.8724;27.8207;63.4569;12.9052;204.259;0;0;
15059;0.627626;0;9.92433;70.8897;27.8034;63.3879;14.1121;204.593;0;0;
15079;0.549172;0;9.92433;71.3034;27.3724;62.9741;36.1638;204.271;0;0;
15099;0.588399;0.0392266;9.96356;70.4759;27.769;63.4052;13.2845;204.481;0;0;
15119;0.549172;0.0392266;9.8851;70.5103;27.769;63.0259;36.6121;203.165;0;0;
15140;0.588399;0;9.92433;70.4586;28.2172;63.4224;36.2328;204.723;0;0;
15159;0.549172;0.0392266;9.84588;70.8897;28.2172;63.0259;14.1466;203.043;0;0;
15179;0.588399;0;9.84588;69.2517;27.8207;63.4397;14.9397;204.593;0;0;
15199;0.549172;0.0392266;9.8851;70.4931;27.769;62.9914;36.181;203.271;0;0;
15218;0.549172;0.0784532;9.92433;70.0621;26.9931;52.9397;23.7328;204.593;0;0;
15238;0.627626;0.0784532;9.84588;70.8552;27.3552;63.3879;13.7328;204.369;0;0;
15257;0.549172;0.0392266;9.92433;70.4241;27.7862;63.0431;13.6983;205.154;0;0;
15276;0.549172;0.0784532;9.76742;70.0448;27.769;63.4224;12.8534;203.823;0;0;
15297;0.588399;0.0392266;9.8851;70.5103;27.7862;62.9914;36.1638;204.158;0;0;
15316;0.588399;0.0392266;9.96356;70.8724;27.3724;62.9914;14.5948;203.61;0;0;
15337;0.627626;0.0392266;9.96356;70.4586;28.4931;63.4397;36.1638;204.046;0;0;
15356;0.549172;0.0392266;9.96356;70.4414;28.2172;52.9397;22.5431;203.271;0;0;
15377;0.588399;0;9.8851;70.8897;29.3897;63.0086;36.1638;204.823;0;0;
15396;0.588399;0.0392266;9.92433;70.4759;27.8034;63.0259;14.9397;204.154;0;0;
15416;0.549172;0.0392266;9.92433;70.4414;27.769;63.8534;13.3017;204.593;0;0;
15436;0.588399;0.0392266;9.92433;70.8897;27.3897;62.9914;36.1638;204.593;0;0;
15455;0.588399;0;9.92433;70.4069;27.8207;62.5603;14.5431;203.717;0;0;
15475;0.588399;0.0392266;9.96356;70.0103;27.3552;63.0086;13.7328;204.259;0;0;
15494;0.588399;0;9.96356;70.0276;27.8379;52.819;21.6983;204.693;0;0;
